Dataset;Config;Local;Sorted;Threads;Granularity;Time;TimePrepare;TimeComplete;TimeAnonymize;TimeGlobalTransform;TimePartitionByClass;TimeSuppress;TimeQuality;TimePostprocess
adult;11-anonymity;false;true;53;0.621636667;993.6666667;71;908.6666667;607.3333333;207.3333333;0;0;14;0
adult;11-anonymity;true;true;53;0.857630564;757.6666667;71;670;578.3333333;0;0;0;16.66666667;0
adult;11-anonymity;false;true;54;0.62403708;994.3333333;70.66666667;910;610.3333333;207.3333333;0;0;13.66666667;0
adult;11-anonymity;true;true;54;0.858673353;757.6666667;71.66666667;669.6666667;576.6666667;0;0;0;16.33333333;0
adult;11-anonymity;false;true;55;0.622456246;993.3333333;70.33333333;909;609.3333333;208;0;0;14;0
adult;11-anonymity;true;true;55;0.856909892;787.6666667;70.33333333;700.6666667;610;0;0;0;16.66666667;0
adult;11-anonymity;false;true;56;0.619414944;1005;70.66666667;920;620;208.3333333;0;0;14.33333333;0
adult;11-anonymity;true;true;56;0.856869894;793.3333333;70.66666667;706.3333333;614.6666667;0;0;0;16.33333333;0
adult;11-anonymity;false;true;57;0.618984286;999;71.33333333;913.6666667;613;208.3333333;0;0;14;0
adult;11-anonymity;true;true;57;0.855151365;757.6666667;70.66666667;670.6666667;579;0;0;0;16.33333333;0
adult;11-anonymity;false;true;58;0.630513268;991.3333333;70.66666667;906.6666667;608;207;0;0;14;0
adult;11-anonymity;true;true;58;0.855599157;787;70.66666667;700;609;0;0;0;16.33333333;0
